depth,hol_id,temperature,temperature_gradient,oxygen,fluorescence,turbidity,light
0.0,8A,15.398316666666666,0.0,6.060366666666667,0.052008,0.013999999999999999,1809.9333333333334
0.5,8A,15.391994222222221,-1.2330833333333313,6.0574319999999995,0.04992415555555555,0.04504444444444444,1568.888888888889
1.0,8A,15.1517,-1.5067211111111067,5.8334,0.64698,0.1945,1030.12
1.5,8A,15.09065,-0.39683333333333515,5.809699999999999,0.9891650000000001,0.504,442.03
2.0,8A,15.072333333333333,-0.01003787878787854,5.9759,1.0037966666666667,0.524,344.2033333333333
2.5,8A,14.761187091949537,0.03586666666667071,6.932411326245285,1.2477485131356483,1.268807387176486,265.48716331772664
3.0,8A,14.744365000000002,-0.09511045974769594,7.292626666666667,1.3510733333333333,0.54565,269.5731666666667
3.5,8A,14.742165,-0.002541666666675546,7.301961666666666,1.3746616666666667,0.6464333333333333,225.82366666666667
4.0,8A,14.743856666666666,0.033487500000002335,7.307313333333334,1.4125699999999999,0.5548333333333333,187.63526666666667
4.5,8A,14.7488625,0.03677916666667169,7.307625,1.3033125,0.528375,165.655625
5.0,8A,14.751212500000001,-0.13272499999999798,7.302137500000001,1.2995,0.519875,139.985875
5.5,8A,14.722317499999999,-0.25193750000000126,7.303532499999999,1.3571725000000001,0.54985,119.7577
6.0,8A,14.700825,-0.1999625000000016,7.3050375,1.614325,0.560875,100.202375
6.5,8A,14.682324999999999,-0.1331666666666642,7.31905,1.79625,0.695125,85.748375
7.0,8A,14.674191666666667,-0.08606249999999704,7.320891666666666,1.8839958333333335,0.5861666666666667,76.34791666666666
7.5,8A,14.6651125,-0.08165833333333872,7.32205,2.0096958333333332,0.5431666666666667,66.715625
8.0,8A,14.65786,-0.05316666666666858,7.31629,2.104425,0.50935,57.4064
8.5,8A,14.654479166666667,-0.04186249999999614,7.314170833333334,2.1681375000000003,0.5934583333333334,50.58316666666666
9.0,8A,14.6494875,-0.06883333333333574,7.305312499999999,2.2183,0.48924999999999996,43.43875
9.5,8A,14.6407125,-0.07375000000000131,7.300429166666667,2.255195833333333,0.5249583333333333,37.86383333333333
10.0,8A,14.6347375,-0.05406249999999613,7.306595833333333,2.3144166666666663,0.528,33.907916666666665
10.5,8A,14.6299,-0.06197916666666359,7.301433333333334,2.3747708333333333,0.5040833333333333,28.97229166666667
11.0,8A,14.622341666666667,-0.09504166666666869,7.2971375,2.4001625,0.5155416666666666,25.377291666666665
11.5,8A,14.610891666666667,-0.1360208333333368,7.291520833333333,2.4443041666666665,0.5189583333333333,22.782041666666668
12.0,8A,14.5951375,-0.24533333333332852,7.285425,2.494925,0.456875,20.026249999999997
12.5,8A,14.561825,-0.35627083333332976,7.285120833333334,2.4803291666666665,0.5023333333333333,17.777083333333334
13.0,8A,14.523883333333334,-0.41362500000000413,7.283133333333334,2.52765,0.4321666666666667,16.0285
13.5,8A,14.479099999999999,-0.4099583333333401,7.2675625,2.535804166666667,0.4424583333333333,14.458966666666665
14.0,8A,14.441891666666667,-0.2744166666666681,7.262283333333333,2.526841666666667,0.4212916666666667,12.831758333333333
14.5,8A,14.424216666666666,-0.15804166666665953,7.246725,2.5301541666666667,0.43104166666666666,11.480808333333332
15.0,8A,14.410283333333334,-0.24387500000000006,7.2288125,2.5126291666666667,0.42437499999999995,10.383183333333333
15.5,8A,14.375441666666667,-0.33289583333333983,7.219204166666666,2.39745,0.3413333333333333,9.320183333333333
16.0,8A,14.343704166666665,-0.7862708333333313,7.203470833333334,2.2074791666666664,0.38716666666666666,8.3916125
16.5,8A,14.218187499999999,-3.399312499999998,7.197445833333333,1.972220833333333,0.36004166666666665,7.518962499999999
17.0,8A,13.663841666666666,-5.184020833333336,7.2038166666666665,1.6875958333333334,0.35683333333333334,6.722658333333333
17.5,8A,13.181383333333333,-5.771562499999998,7.114333333333334,1.5887166666666668,0.34850000000000003,6.051783333333334
18.0,8A,12.509529166666667,-6.116833333333331,7.050904166666667,1.6794375000000001,0.40108333333333335,5.525829166666666
18.5,8A,11.958016666666666,-4.077520833333335,7.032837499999999,1.6982916666666665,0.39558333333333334,4.991016666666667
19.0,8A,11.694025,-2.732125000000001,7.0926833333333335,1.6450166666666668,0.397625,4.562941666666667
19.5,8A,11.411591666666666,-3.8769583333333335,7.2114625,1.6753458333333335,0.36795833333333333,4.125287500000001
20.0,8A,10.918633333333332,-5.266187499999999,7.2166,1.6590333333333334,0.4005,3.720816666666667
20.5,8A,10.358354166666667,-5.09020833333333,7.071891666666666,1.4931958333333335,0.3744166666666666,3.4096041666666665
21.0,8A,9.900591666666667,-3.8172708333333327,6.899191666666667,1.3369791666666666,0.35604166666666665,3.1185833333333335
21.5,8A,9.594899999999999,-2.6856666666666706,6.829566666666667,1.2887499999999998,0.3318333333333333,2.85535
22.0,8A,9.363458333333334,-2.492249999999998,6.840533333333333,1.2554058333333333,0.2904166666666667,2.6052
22.5,8A,9.09645,-2.5671041666666694,6.897483333333334,1.2085183333333331,0.2961666666666667,2.3918333333333335
23.0,8A,8.8500375,-2.4213333333333353,6.961033333333333,1.1989441666666667,0.30795833333333333,2.217058333333333
23.5,8A,8.612183333333334,-3.297291666666662,7.032229166666666,1.1208320833333334,0.279625,2.0535541666666663
24.0,8A,8.190579166666666,-4.1195833333333365,7.103158333333333,1.132325,0.30574999999999997,1.8761208333333332
24.5,8A,7.788266666666666,-2.974937500000001,7.1525,1.0941916666666667,0.3041666666666667,1.7190166666666666
25.0,8A,7.5955916666666665,-2.1871249999999987,7.2255375,1.0463191666666667,0.27529166666666666,1.5855333333333335
25.5,8A,7.350841666666666,-1.8947083333333326,7.320704166666667,0.9310816666666666,0.27108333333333334,1.445345833333333
26.0,8A,7.21665,-1.523333333333332,7.3418,0.8186549999999999,0.2698333333333333,1.3340833333333333
26.5,8A,7.046175,-2.23425,7.353995833333333,0.7818466666666666,0.25245833333333334,1.2211695833333334
27.0,8A,6.7698,-2.8141874999999983,7.350849999999999,0.7187,0.22916666666666666,1.1261216666666667
27.5,8A,6.4833375,-2.5288333333333335,7.320475,0.65137,0.20875000000000002,1.0476537499999998
28.0,8A,6.264033333333334,-2.519916666666666,7.31955,0.6287983333333333,0.19566666666666668,0.9662066666666667
28.5,8A,5.979354166666667,-2.217083333333336,7.344295833333334,0.6029525,0.15541666666666668,0.8960583333333334
29.0,8A,5.820616666666666,-1.6689791666666665,7.350033333333334,0.5458916666666667,0.19333333333333333,0.8342783333333335
29.5,8A,5.645558333333334,-1.8888749999999965,7.3852125,0.5014183333333333,0.203625,0.7690316666666667
30.0,8A,5.442841666666666,-1.3633333333333342,7.396833333333333,0.4561491666666667,0.18,0.70554125
30.5,8A,5.372891666666667,-0.5775416666666655,7.377629166666667,0.4238820833333333,0.16591666666666666,0.657815
31.0,8A,5.327333333333334,-0.2948511904761908,7.355175000000001,0.4071625,0.17025,0.6090133333333333
31.5,8A,5.313921428571429,-0.11608333333333443,7.328595238095238,0.38727047619047617,0.16576190476190475,0.5662521428571429
32.0,8A,5.304116666666667,-0.021440476190475177,7.314745833333333,0.40125124999999995,0.1589583333333333,0.523605
32.5,8A,5.309633333333334,-0.06816369047619064,7.289539583333333,0.42122770833333334,0.17145833333333332,0.48018562500000006
33.0,8A,5.290483928571429,-0.4452395833333367,7.268651785714286,0.4328944642857143,0.159875,0.4450703571428572
33.5,8A,5.220585416666666,-0.6168958333333352,7.2523,0.43251541666666665,0.20725,0.4053804166666667
34.0,8A,5.167104761904762,-0.5025381944444418,7.234897619047619,0.43264785714285714,0.1902142857142857,0.3783416666666667
34.5,8A,5.120077777777778,-0.2686666666666637,7.2165833333333325,0.39770944444444445,0.19044444444444442,0.35551222222222223
35.0,8A,4.842300000000001,-0.3632083333333336,7.603833333333333,0.20142000000000002,0.09166666666666667,0.44662666666666667
35.5,8A,4.789725,-0.3575000000000017,7.549025,0.19455250000000002,0.10125,0.40862750000000003
36.0,8A,4.7708,0.08120833333333355,7.508033333333334,0.18895666666666666,0.084,0.37321333333333334
36.5,8A,4.8059666666666665,0.9237499999999965,7.473066666666667,0.17929333333333333,0.07633333333333332,0.3430933333333333
37.0,8A,4.95555,1.5054999999999996,7.419525,0.182725,0.10875,0.32097
37.5,8A,5.107066666666666,0.45374999999999943,7.335733333333334,0.18183666666666665,0.10666666666666667,0.29407333333333335
38.0,8A,5.0463,-1.8750833333333317,7.2045,0.21362666666666666,0.107,0.2738766666666667
38.5,8A,4.73205,-2.87433333333333,6.98085,0.187305,0.08775,0.2515325
39.0,8A,4.471433333333334,-1.8815833333333343,6.841433333333334,0.17242666666666664,0.10166666666666667,0.23491666666666666
39.5,8A,4.355733333333333,-0.842000000000005,6.8843,0.17293666666666666,0.11166666666666668,0.2165166666666667
40.0,8A,4.303033333333333,-0.5134166666666662,7.019633333333334,0.16479666666666667,0.107,0.19943666666666668
40.5,8A,4.25305,-0.4278333333333295,7.080375,0.153925,0.1355,0.181145
41.0,8A,4.217466666666667,-0.31841666666666324,6.932166666666667,0.15818666666666667,0.061,0.16923666666666667
41.5,8A,4.189366666666667,-0.37495833333333284,6.778566666666666,0.14470666666666665,0.08666666666666667,0.15119333333333332
42.0,8A,4.142475,-0.47833333333333616,6.68705,0.153355,0.09325,0.1379
42.5,8A,4.0937,-0.30087500000000045,6.665166666666667,0.14852333333333334,0.11166666666666665,0.12521333333333332
43.0,8A,4.0823,-0.03824999999999967,6.651866666666667,0.14191,0.13733333333333334,0.11354333333333333
43.5,8A,4.08605,0.1013333333333355,6.605025,0.1440075,0.0975,0.10030475
44.0,8A,4.102566666666667,0.13958333333333073,6.535433333333334,0.14776,0.09166666666666667,0.08490199999999999
44.5,8A,4.113966666666666,0.20766666666666378,6.472133333333333,0.14928666666666665,0.11699999999999999,0.08019
45.0,8A,4.1441,0.38841666666666885,6.398175,0.1451525,0.07450000000000001,0.06831925
45.5,8A,4.19165,0.6040000000000001,6.339,0.138095,0.10300000000000001,0.06558
46.0,8A,4.2649,0.6954166666666683,6.274275,0.148205,0.0765,0.05540725
46.5,8A,4.330733333333334,0.5106666666666682,6.220166666666667,0.13987666666666665,0.06366666666666666,0.04722433333333333
47.0,8A,4.3670333333333335,0.30716666666666725,6.1888000000000005,0.13707666666666665,0.08666666666666667,0.041775
47.5,8A,4.392166666666667,0.2190000000000003,6.1625000000000005,0.1442,0.09166666666666667,0.028893000000000002
48.0,8A,4.410833333333334,0.2134999999999998,6.1145,0.14775666666666668,0.09400000000000001,0.021796
48.5,8A,4.434866666666667,0.30483333333333196,6.054033333333334,0.13987666666666668,0.10166666666666667,0.018546666666666666
49.0,8A,4.4718,0.22966666666666136,6.0279,0.148585,0.08575,0.0101852
49.5,8A,4.4807999999999995,0.06299999999999972,6.0127,0.13962,0.14500000000000002,0.0019937233333333334
50.0,8A,4.4844,0.0573333333333359,5.9640666666666675,0.14648333333333333,0.12433333333333334,0.0028421966666666667
50.5,8A,4.492266666666667,0.16933333333333245,5.952433333333334,0.14877333333333334,0.07133333333333335,0.00019526666666666668
51.0,8A,4.518266666666666,0.42416666666666547,5.987566666666666,0.16378,0.117,0.00016330966666666669
51.5,8A,4.5771,0.4461666666666675,6.0192499999999995,0.14820250000000001,0.1315,0.00016999225
52.0,8A,4.6075,0.1947499999999991,5.9534666666666665,0.14012666666666665,0.16266666666666665,5.6834666666666666e-05
52.5,8A,4.6160499999999995,0.2643333333333331,5.82085,0.12703,0.07625,0.0001021045
53.0,8A,4.6603666666666665,2.0525000000000038,5.716200000000001,0.12919333333333335,0.12466666666666666,0.000115373
53.5,8A,5.02655,5.656166666666667,5.598,0.1333275,0.2155,0.00022197525
54.0,8A,5.7916,5.625750000000003,5.511625,0.1312275,0.27475,0.000122045
54.5,8A,6.151700000000001,1.567375000000002,5.1363666666666665,0.14292666666666667,0.3993333333333333,0.00014732333333333333
55.0,8A,6.105075,-0.25762500000000355,4.19835,0.136185,0.16399999999999998,0.00013402500000000002
55.5,8A,6.100175,-0.4447083333333346,3.59015,0.135805,0.14850000000000002,0.00010607325
56.0,8A,6.016133333333333,-0.26237500000000136,3.8914333333333335,0.13479,0.15533333333333332,0.00014733466666666666
56.5,8A,6.0477,0.7433333333333314,4.1476,0.13428,0.1375,0.00013003875
57.0,8A,6.1648,0.7626250000000034,4.192025,0.1312275,0.11224999999999999,0.0001300275
57.5,8A,6.2002250000000005,0.26816666666666933,4.22335,0.13027249999999999,0.15050000000000002,0.00016998475000000002
58.0,8A,6.2184333333333335,0.22762499999999797,4.208233333333333,0.13580333333333336,0.11166666666666668,0.00016863
58.5,8A,6.24575,0.48495833333333405,4.2154,0.1384725,0.12,4.70575005e-05
59.0,8A,6.315425,0.682916666666662,4.2249,0.13485,0.09725,0.00013801775
59.5,8A,6.3823333333333325,0.7753750000000004,4.1428666666666665,0.13148333333333334,0.07633333333333334,0.00012604033333333333
60.0,8A,6.4705,0.4019583333333365,3.9440999999999997,0.1401925,0.122,0.00011850475025
60.5,8A,6.462725,0.05999999999999339,3.651475,0.13561499999999999,0.1145,9.851000025e-05
61.0,8A,6.482499999999999,0.14787500000000176,3.364166666666667,0.13402333333333336,0.165,8.934000033333333e-05
61.5,8A,6.4923,-0.002099999999991553,3.22165,0.133325,0.105,0.00012205875
62.0,8A,6.482080000000001,0.053999999999998494,3.1672000000000002,0.136262,0.1694,0.00018355999999999998
62.5,8A,6.5031,0.2560999999999991,3.0625999999999998,0.1352325,0.105,0.000149997
63.0,8A,6.5333000000000006,0.35562500000000163,3.074675,0.1438175,0.1105,0.0001100605
63.5,8A,6.574225,0.39889999999999315,3.0913749999999998,0.1365675,0.14675,0.000237946
64.0,8A,6.613079999999999,0.27687499999999865,2.9344799999999998,0.143586,0.1662,0.00017398280000000002
64.5,8A,6.6296,0.14680000000000692,2.721975,0.14534249999999999,0.25375000000000003,0.00013452850025
65.0,8A,6.642440000000001,0.11725000000000207,2.45648,0.14740199999999998,0.18319999999999997,0.0001835762
65.5,8A,6.65305,0.045399999999995444,2.30175,0.1476325,0.25575,0.00015798
66.0,8A,6.65152,0.018650000000000055,2.23448,0.141296,0.2044,0.0001072228002
66.5,8A,6.65678,0.07848823529411852,2.24109,0.142672,0.2725,0.0001116657
67.0,8A,6.667217647058823,0.13929999999999776,2.2559411764705883,0.14150529411764706,0.3154705882352941,0.000174216706
67.5,8A,6.68464,0.125800653594772,2.23551,0.14518999999999999,0.296,0.0001548104
68.0,8A,6.692377777777778,0.06113333333333415,2.233711111111111,0.1451288888888889,0.262,0.00013316444444444445
68.5,8A,6.696866666666667,0.06941111111111287,2.2089,0.13962,0.29177777777777775,0.00013314933333333334
69.0,8A,6.70626,0.08231666666667081,2.1602799999999998,0.13962000000000002,0.3015,8.48639002e-05
69.5,8A,6.713330000000001,0.08119999999999905,2.1886400000000004,0.144121,0.28609999999999997,0.0001372218
70.0,8A,6.7225,0.1538499999999976,2.1208444444444448,0.14284111111111109,0.30844444444444447,0.00014026644444444447
70.5,8A,6.7441,0.22464999999999957,1.9255600000000002,0.143434,0.399,0.0001070535001
71.0,8A,6.76743,0.1924583333333274,1.74956,0.14640999999999998,0.4608,0.0001613857001
71.5,8A,6.782591666666666,0.0,1.5711416666666667,0.15239916666666667,0.5207499999999999,0.00016067541666666668
